actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,29.325788497924805
0.0,30.077917098999023
0.0,30.756357192993164
0.0,31.36393928527832
0.0,31.90338897705078
0.0,32.42209243774414
0.0,32.87607955932617
0.0,33.31260681152344
0.0,33.68758010864258
0.0,34.00336837768555
0.0,34.307010650634766
0.0,34.87971115112305
0.0,35.19441223144531
0.0,35.49700927734375
0.0,35.74320602416992
0.0,36.024696350097656
0.0,36.29535675048828
0.0,36.55561065673828
0.0,36.80585479736328
0.0,37.04647445678711
0.0,37.277835845947266
0.0,37.45553970336914
0.0,37.626407623291016
0.0,37.79070281982422
0.0,37.9039192199707
0.0,38.012779235839844
0.0,38.16221618652344
0.0,38.311500549316406
0.0,38.31515884399414
0.0,38.22915267944336
0.0,38.056922912597656
0.0,37.8465576171875
0.0,37.644287109375
0.0,37.405029296875
0.0,37.17497634887695
0.0,36.90900421142578
0.0,36.60850143432617
0.0,36.319557189941406
0.0,36.13125228881836
0.0,35.55571365356445
0.0,35.21773147583008
0.0,34.93751525878906
0.0,34.57855224609375
0.0,34.233394622802734
0.0,33.901512145996094
0.0,33.537628173828125
0.0,33.14297866821289
0.0,32.80827331542969
0.0,32.4864387512207
0.0,32.17698287963867
0.0,31.78990364074707
0.0,31.41771125793457
0.0,30.970306396484375
0.0,30.495349884033203
0.0,29.993898391723633
0.0,29.466968536376953
0.0,28.96030616760254
0.0,28.473129272460938
0.0,27.421701431274414
0.0,26.9041748046875
0.0,26.36178970336914
0.0,25.750743865966797
0.0,25.11843490600586
0.0,24.510446548461914
0.0,24.015363693237305
0.0,23.584087371826172
0.0,23.124635696411133
0.0,22.68285369873047
0.0,22.25806427001953
0.0,21.849613189697266
0.0,21.50163459777832
0.0,21.16703987121582
0.0,20.403398513793945
0.0,20.021520614624023
0.0,19.564802169799805
0.0,19.036123275756836
0.0,18.52777862548828
0.0,18.083749771118164
0.0,17.701562881469727
0.0,17.334074020385742
0.0,17.025484085083008
0.0,16.81828498840332
0.0,16.619054794311523
0.0,16.382728576660156
0.0,16.155492782592773
0.0,15.892231941223145
0.0,15.59433364868164
0.0,15.307891845703125
0.0,15.077231407165527
0.0,14.67638874053955
0.0,14.156675338745117
0.0,13.522661209106445
0.0,12.823508262634277
0.0,12.10648250579834
0.0,11.461797714233398
0.0,10.931432723999023
0.0,10.421465873718262
0.0,9.796826362609863
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.810933113098145
0.0,11.917069435119629
0.0,12.98066234588623
0.0,14.092870712280273
0.0,15.20706558227539
0.0,16.36793327331543
0.0,17.573680877685547
0.0,18.822574615478516
0.0,20.068199157714844
0.0,21.265914916992188
0.0,22.46232795715332
0.0,23.61272621154785
0.0,24.7188777923584
0.0,25.737720489501953
0.0,26.717376708984375
0.0,28.477298736572266
0.0,29.30682373046875
0.0,30.104442596435547
0.0,30.916149139404297
0.0,31.696636199951172
0.0,32.49186706542969
0.0,33.25651550292969
0.0,33.94698715209961
0.0,34.65566635131836
0.0,35.38185119628906
0.0,36.080108642578125
0.0,36.841033935546875
0.0,37.572696685791016
0.0,38.32097625732422
0.0,39.732303619384766
0.0,40.3079948425293
0.0,40.8167839050293
0.0,41.35076904296875
0.0,42.357913970947266
0.0,42.92214584350586
0.0,43.50944137573242
0.0,43.984622955322266
0.0,44.35200500488281
0.0,44.70525360107422
0.0,45.00015640258789
0.0,45.283714294433594
0.0,45.511600494384766
0.0,45.68595886230469
0.0,45.89837646484375
0.0,46.12168884277344
0.0,46.154266357421875
0.0,46.08009338378906
0.0,45.87448501586914
0.0,45.63202667236328
0.0,45.3541259765625
0.0,44.74045181274414
0.0,44.08699417114258
0.0,43.3950309753418
0.0,43.024112701416016
0.0,42.41233825683594
0.0,42.07921600341797
0.0,41.14102554321289
0.0,40.54346466064453
0.0,39.87936019897461
0.0,39.06174850463867
0.0,38.141292572021484
0.0,37.077186584472656
0.0,35.91971969604492
0.0,34.672481536865234
0.0,33.29416275024414
0.0,30.47414779663086
0.0,28.988725662231445
0.0,27.38138198852539
0.0,25.746334075927734
0.0,24.12940788269043
0.0,22.440385818481445
0.0,20.771560668945312
0.0,19.077396392822266
0.0,17.358863830566406
0.0,15.706427574157715
0.0,14.117547988891602
0.0,12.545019149780273
0.0,10.94344425201416
0.0,9.40346908569336
0.0,7.967487812042236
0.0,6.631499290466309
0.0,5.391655445098877
0.0,4.244260787963867
0.0,3.185760498046875
0.0,2.2574987411499023
0.0,1.4992263317108154
0.0,0.904408872127533
0.0,0.4219960570335388
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1384282410144806
0.0,0.5359722375869751
0.0,0.9182260036468506
0.0,1.6886420249938965
0.0,2.6980042457580566
0.0,5.040776252746582
0.0,6.503128528594971
0.0,8.043527603149414
0.0,9.524680137634277
0.0,11.127915382385254
0.0,12.759015083312988
0.0,14.41690731048584
0.0,16.01103401184082
0.0,17.54384994506836
0.0,21.797550201416016
0.0,22.92875099182129
0.0,23.971681594848633
0.0,24.929737091064453
0.0,25.806182861328125
0.0,26.55939292907715
0.0,27.23887062072754
0.0,27.892213821411133
0.0,28.5651912689209
0.0,29.122758865356445
0.0,29.56935691833496
0.0,30.04353904724121
0.0,30.58901023864746
0.0,31.113502502441406
0.0,31.573057174682617
0.0,31.970172882080078
0.0,32.35201644897461
0.0,32.76393508911133
0.0,33.204776763916016
0.0,33.67342758178711
0.0,34.73295211791992
0.0,35.23235321044922
0.0,35.71254348754883
0.0,36.706031799316406
0.0,37.17430114746094
0.0,37.62456512451172
0.0,38.01274871826172
0.0,38.74489974975586
0.0,39.08999252319336
0.0,39.3322868347168
0.0,39.47573471069336
0.0,39.52414321899414
0.0,39.5706901550293
0.0,39.48115539550781
0.0,39.39506149291992
0.0,39.222755432128906
0.0,38.967552185058594
0.0,38.722164154052734
0.0,38.44145202636719
0.0,38.2162971496582
0.0,37.99980545043945
0.0,37.702110290527344
0.0,37.41586685180664
0.0,37.14063262939453
0.0,36.875980377197266
0.0,36.62151336669922
0.0,36.19778060913086
0.0,35.7008171081543
0.0,35.04391860961914
0.0,34.23323059082031
0.0,33.319435119628906
0.0,32.306495666503906
0.0,31.19822883605957
0.0,29.9982967376709
0.0,28.71022605895996
0.0,27.382171630859375
0.0,26.060434341430664
0.0,24.61048126220703
0.0,23.082006454467773
0.0,21.522790908813477
0.0,19.934022903442383
0.0,18.361597061157227
0.0,16.71535873413086
0.0,15.08767318725586
0.0,13.477831840515137
0.0,11.840380668640137
0.0,10.221144676208496
0.0,8.529899597167969
0.0,6.858939170837402
0.0,5.207482814788818
0.0,3.6643078327178955
0.0,2.180485486984253
0.0,0.7537332773208618
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.5959904789924622
0.0,1.8264318704605103
0.0,3.099071741104126
0.0,4.457054615020752
0.0,5.897094249725342
0.0,7.371274948120117
0.0,8.83351993560791
0.0,10.28428840637207
0.0,11.768780708312988
0.0,13.285704612731934
0.0,14.78904914855957
0.0,16.234573364257812
0.0,17.669261932373047
0.0,19.093536376953125
0.0,20.418264389038086
0.0,21.69204330444336
0.0,22.96159553527832
0.0,24.227079391479492
0.0,25.39912986755371
0.0,26.48133659362793
0.0,27.52191925048828
0.0,28.567243576049805
0.0,29.52760124206543
0.0,30.495784759521484
0.0,31.337202072143555
0.0,32.14625930786133
0.0,32.96895980834961
0.0,33.7600212097168
0.0,34.520652770996094
0.0,35.91223907470703
0.0,36.59009552001953
0.0,37.19711685180664
0.0,37.69126510620117
0.0,38.16640853881836
0.0,38.48898696899414
0.0,38.754398345947266
0.0,38.96483612060547
0.0,39.167179107666016
0.0,39.36174011230469
0.0,39.54882049560547
0.0,39.68394088745117
0.0,39.6795768737793
0.0,39.67538070678711
0.0,39.760868072509766
0.0,39.88783264160156
0.0,39.92039108276367
0.0,39.90693283081055
0.0,39.84922790527344
0.0,39.79374313354492
0.0,39.740394592285156
0.0,39.68909454345703
0.0,39.55024337768555
0.0,39.37196731567383
0.0,39.20054626464844
0.0,38.99095916748047
0.0,38.7894287109375
0.0,38.50613021850586
0.0,38.14419937133789
0.0,37.75142288208008
0.0,37.41851806640625
0.0,37.098419189453125
0.0,36.74586486816406
0.0,36.4068717956543
0.0,36.08091735839844
0.0,35.72273635864258
0.0,35.33357238769531
0.0,34.91461181640625
0.0,34.33271026611328
0.0,33.68366622924805
0.0,33.05958938598633
0.0,32.3699836730957
0.0,31.572612762451172
0.0,30.671621322631836
0.0,29.715757369995117
0.0,28.61760711669922
0.0,27.47216796875
0.0,26.236494064331055
0.0,24.95882225036621
0.0,23.640762329101562
0.0,22.28387451171875
0.0,20.889646530151367
0.0,19.414752960205078
0.0,17.817537307739258
0.0,16.192222595214844
0.0,14.539899826049805
0.0,12.906362533569336
0.0,11.335654258728027
0.0,9.825357437133789
0.0,8.328385353088379
0.0,6.933753490447998
0.0,5.5927605628967285
0.0,4.3033447265625
0.0,3.063521385192871
0.0,1.8266202211380005
0.0,0.6820557117462158
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.9324271082878113
0.0,1.926110863685608
0.0,2.926339626312256
0.0,4.022388458251953
0.0,5.165805339813232
0.0,6.310007572174072
0.0,7.499729633331299
0.0,9.919268608093262
0.0,12.201031684875488
0.0,13.298466682434082
0.0,14.353692054748535
0.0,15.368331909179688
0.0,16.299184799194336
0.0,17.14946937561035
0.0,18.011816024780273
0.0,18.930519104003906
0.0,20.310344696044922
0.0,20.8720645904541
0.0,21.412179946899414
0.0,21.931522369384766
0.0,22.430889129638672
0.0,23.372743606567383
0.0,23.816679000854492
0.0,24.65398406982422
0.0,25.09340476989746
0.0,25.51592445373535
0.0,25.832666397094727
0.0,26.092466354370117
0.0,26.207983016967773
0.0,26.274293899536133
0.0,26.3828182220459
0.0,26.44240379333496
0.0,26.24661636352539
0.0,26.087627410888672
0.0,25.845226287841797
0.0,25.5673885345459
0.0,25.300235748291016
0.0,24.99859619140625
0.0,24.663793563842773
0.0,24.25234031677246
0.0,23.76718521118164
0.0,22.809101104736328
0.0,22.468982696533203
0.0,22.141944885253906
0.0,21.6484375
0.0,21.03961944580078
0.0,20.36469268798828
0.0,19.670963287353516
0.0,19.00391387939453
0.0,17.613229751586914
0.0,16.06404685974121
0.0,15.222384452819824
0.0,14.323566436767578
0.0,13.369791984558105
0.0,12.407941818237305
0.0,11.348794937133789
0.0,10.28562068939209
0.0,9.263338088989258
0.0,8.235610008239746
0.0,7.202646732330322
0.0,6.209412574768066
0.0,5.209619998931885
0.0,4.248281002044678
0.0,3.3239169120788574
0.0,2.3903415203094482
0.0,1.3136186599731445
0.0,0.2335485816001892
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.090525321662426
0.0,1.2956441640853882
0.0,2.499175786972046
0.0,3.745940923690796
0.0,5.079044342041016
0.0,6.450401782989502
0.0,7.858537673950195
0.0,9.302042007446289
0.0,10.734789848327637
0.0,12.112432479858398
0.0,13.481852531433105
0.0,14.843361854553223
0.0,16.197269439697266
0.0,17.543867111206055
0.0,18.88343620300293
0.0,21.542558670043945
0.0,22.773094177246094
0.0,23.956302642822266
0.0,25.13876724243164
0.0,26.36527442932129
0.0,27.634136199951172
184.16587829589844,28.85419464111328
0.0,30.161619186401367
0.0,31.373994827270508
0.0,32.49497604370117
0.0,33.61760711669922
0.0,34.697059631347656
0.0,35.7349967956543
0.0,36.733009338378906
0.0,37.6926383972168
0.0,38.615360260009766
0.0,39.413063049316406
0.0,40.09056091308594
0.0,40.69723892211914
0.0,41.28058624267578
0.0,41.84149169921875
0.0,42.89942169189453
0.0,43.398067474365234
0.0,43.83277130126953
0.0,44.205989837646484
0.0,44.609619140625
0.0,45.37090301513672
0.0,45.90877914428711
0.0,46.425968170166016
0.0,46.92326354980469
184.16580200195312,47.35667037963867
187.57603454589844,47.95246124267578
0.0,48.57009506225586
0.0,49.0744514465332
0.0,50.34489822387695
0.0,50.7809944152832
0.0,51.200313568115234
0.0,51.558746337890625
0.0,51.85862731933594
0.0,52.19173812866211
0.0,52.73221206665039
0.0,52.94219970703125
0.0,53.144107818603516
0.0,53.24872589111328
0.0,53.30455780029297
0.0,53.313480377197266
0.0,53.27729415893555
0.0,53.24250030517578
0.0,53.1195182800293
0.0,52.9117431640625
0.0,52.66719436645508
0.0,52.38728713989258
0.0,52.16291046142578
0.0,51.85763931274414
0.0,51.51934051513672
0.0,50.79347610473633
0.0,50.406585693359375
0.0,49.98981475830078
0.0,49.58906936645508
0.0,48.833229064941406
0.0,48.521732330322266
0.0,48.17745590209961
0.0,47.89118194580078
0.0,47.66067886352539
0.0,47.43904113769531
0.0,47.22592544555664
0.0,46.97624969482422
0.0,46.691410064697266
0.0,46.41753005981445
0.0,46.15418243408203
0.0,45.856197357177734
0.0,45.56967544555664
0.0,45.29417419433594
0.0,44.98450469970703
0.0,44.59722137451172
0.0,44.1800651550293
0.0,43.77895736694336
0.0,43.348514556884766
0.0,42.88986587524414
0.0,42.49361801147461
0.0,42.112613677978516
0.0,41.74626159667969
0.0,41.39400100708008
0.0,41.01052474975586
0.0,40.64179611206055
0.0,40.242488861083984
0.0,39.85853576660156
0.0,39.44458770751953
0.0,39.04656219482422
0.0,38.619083404541016
0.0,38.20804214477539
0.0,37.857574462890625
0.0,37.52058792114258
0.0,37.196563720703125
0.0,36.92976379394531
0.0,36.717987060546875
0.0,36.559120178222656
0.0,36.361602783203125
0.0,36.126914978027344
0.0,35.9012565612793
0.0,35.68427658081055
0.0,35.47563934326172
0.0,35.275028228759766
0.0,34.98446273803711
0.0,34.93703079223633
0.0,34.891422271728516
0.0,34.80281066894531
0.0,34.71760559082031
0.0,34.72520065307617
0.0,34.77726364135742
0.0,34.78256607055664
0.0,34.787662506103516
0.0,34.79256057739258
0.0,34.79727554321289
0.0,34.8465690612793
0.0,34.9387321472168
0.0,35.027347564697266
0.0,35.02302932739258
0.0,34.97411346435547
0.0,34.97184371948242
0.0,34.96965789794922
0.0,34.922794342041016
0.0,34.788211822509766
0.0,34.61404037475586
0.0,34.44656753540039
0.0,34.28553771972656
0.0,34.0859375
0.0,33.894012451171875
0.0,33.66470718383789
0.0,33.39945602416992
0.0,33.099647521972656
0.0,32.76660919189453
0.0,32.401615142822266
0.0,32.00589370727539
0.0,31.580629348754883
0.0,30.954153060913086
0.0,30.65886878967285
0.0,30.374940872192383
0.0,30.146697998046875
0.0,29.92723274230957
0.0,29.760971069335938
0.0,29.55634117126465
0.0,29.359582901000977
0.0,29.033239364624023
0.0,28.901363372802734
0.0,28.729795455932617
0.0,28.5648250579834
0.0,28.495725631713867
0.0,28.474044799804688
0.0,28.45319938659668
0.0,28.343631744384766
0.0,28.19351577758789
0.0,28.093936920166016
0.0,27.818315505981445
0.0,27.733165740966797
0.0,27.65129280090332
0.0,27.572568893432617
0.0,27.496871948242188
0.0,27.42408561706543
0.0,27.39885902404785
0.0,27.351280212402344
0.0,27.23933219909668
0.0,27.221210479736328
0.0,27.248552322387695
0.0,27.212312698364258
0.0,26.91539764404297
0.0,26.73068618774414
0.0,26.508316040039062
0.0,26.294498443603516
0.0,26.088903427124023
0.0,25.891216278076172
0.0,25.518360137939453
0.0,25.34261703491211
0.0,25.173633575439453
0.0,25.055912017822266
0.0,24.987483978271484
0.0,24.876922607421875
0.0,24.770612716674805
0.0,24.62363052368164
0.0,24.4822998046875
0.0,24.39116859436035
0.0,24.303543090820312
0.0,24.174524307250977
0.0,24.00570297241211
0.0,23.75385284423828
0.0,23.511688232421875
0.0,23.23407554626465
0.0,22.922374725341797
0.0,22.577899932861328
0.0,22.2019100189209
0.0,21.840381622314453
0.0,21.53752326965332
0.0,21.24631118774414
0.0,20.96630096435547
0.0,20.697059631347656
0.0,20.438173294067383
0.0,20.189245223999023
0.0,19.94989013671875
0.0,19.719741821289062
0.0,19.45368194580078
0.0,19.19785499572754
0.0,18.951866149902344
0.0,18.71533966064453
0.0,18.487911224365234
0.0,18.31399154663086
0.0,18.14676284790039
0.0,17.985965728759766
0.0,17.786588668823242
0.0,17.55011749267578
0.0,17.32274055480957
0.0,17.059349060058594
0.0,16.716562271118164
0.0,16.29743003845215
0.0,15.84965705871582
0.0,15.463869094848633
0.0,15.13768196105957
0.0,14.824041366577148
0.0,14.56722640991211
0.0,14.320289611816406
0.0,14.12761402130127
0.0,13.94234848022461
0.0,13.764208793640137
0.0,13.592921257019043
0.0,13.38345718383789
0.0,13.137286186218262
0.0,12.94534683227539
0.0,12.76078987121582
0.0,12.583332061767578
0.0,12.457462310791016
0.0,12.381196975708008
0.0,12.263101577758789
0.0,12.015257835388184
0.0,11.821709632873535
0.0,11.635605812072754
0.0,11.456660270690918
0.0,11.23983383178711
0.0,10.98658275604248
0.0,10.698312759399414
0.0,10.465888977050781
0.0,10.197646141052246
0.0,9.8949556350708
0.0,9.559144020080566
0.0,9.191484451293945
0.0,8.837965965270996
0.0,8.453280448913574
0.0,8.083391189575195
0.0,7.4735493659973145
0.0,7.186105251312256
0.0,6.909716606140137
0.0,6.599194526672363
0.0,6.3006157875061035
0.0,5.968757152557373
0.0,5.604898929595947
0.0,5.255035400390625
0.0,4.873868465423584
0.0,4.462597846984863
0.0,4.0223822593688965
0.0,3.5543339252471924
0.0,3.0595242977142334
0.0,2.628509283065796
0.0,2.2588353157043457
0.0,1.9481431245803833
0.0,1.6494005918502808
0.0,1.3621481657028198
0.0,0.9964168071746826
0.0,0.6895156502723694
0.0,0.394418329000473
0.0,0.20019802451133728
0.0,0.058207444846630096
0.0,0.05596869811415672
0.0,0.0538160540163517
0.0,0.1860368698835373
0.0,0.17888160049915314
0.0,0.17200154066085815
0.0,0.2101496458053589
0.0,0.2468305230140686
0.0,0.2821005880832672
0.0,0.3160141110420227
0.0,0.4381503760814667
0.0,0.5555890798568726
0.0,0.7132706642150879
0.0,0.864887535572052
0.0,1.1002000570297241
0.0,1.5055125951766968
0.0,1.9399995803833008
0.0,2.44730281829834
0.0,3.0246212482452393
0.0,3.6692585945129395
0.0,4.289102077484131
0.0,4.885105609893799
0.0,5.45818567276001
0.0,6.0092244148254395
0.0,6.539069175720215
0.0,7.048535346984863
0.0,7.583170413970947
0.0,8.09724235534668
0.0,8.546778678894043
0.0,9.306849479675293
0.0,9.6651029586792
0.0,10.009576797485352
0.0,10.296038627624512
0.0,10.616246223449707
0.0,10.924139022827148
0.0,11.22018814086914
0.0,12.17626667022705
0.0,12.782258033752441
0.0,13.454469680786133
0.0,14.190354347229004
0.0,14.942695617675781
0.0,15.710864067077637
0.0,16.494251251220703
0.0,17.29227066040039
0.0,17.970069885253906
0.0,18.532278060913086
0.0,19.028099060058594
0.0,19.460086822509766
0.0,19.875457763671875
0.0,20.319618225097656
0.0,20.56764030456543
0.0,20.806123733520508
0.0,20.901147842407227
0.0,21.037281036376953
0.0,21.212940216064453
0.0,21.47136878967285
0.0,21.764619827270508
0.0,22.09135627746582
0.0,22.450288772583008
0.0,22.79541778564453
0.0,23.12727165222168
0.0,23.40159797668457
0.0,23.71013641357422
0.0,24.37987518310547
0.0,24.695552825927734
0.0,24.95432472229004
0.0,25.15837860107422
0.0,25.399349212646484
0.0,25.586288452148438
0.0,25.938873291015625
0.0,26.149824142456055
0.0,26.352663040161133
0.0,26.458171844482422
0.0,26.470096588134766
0.0,26.43680191040039
0.0,26.315261840820312
0.0,26.198396682739258
0.0,26.130788803100586
0.0,26.065780639648438
0.0,25.958511352539062
0.0,25.900129318237305
0.0,25.843994140625
0.0,25.745254516601562
0.0,25.516019821166992
0.0,25.20608139038086
0.0,24.773771286010742
0.0,23.870588302612305
0.0,23.355356216430664
0.0,22.81517791748047
0.0,22.2957763671875
0.0,21.7515869140625
0.0,21.27309226989746
0.0,20.857765197753906
0.0,20.324121475219727
0.0,19.766237258911133
0.0,19.140287399291992
0.0,18.404123306274414
0.0,17.60674476623535
0.0,16.795272827148438
0.0,15.970250129699707
0.0,15.132195472717285
0.0,14.326374053955078
0.0,13.551546096801758
0.0,12.67222785949707
0.0,11.73720645904541
0.0,10.83814811706543
0.0,10.063191413879395
0.0,9.407567977905273
0.0,8.77716064453125
0.0,8.30528736114502
0.0,7.8515625
0.0,7.460052490234375
0.0,7.083600044250488
0.0,6.676863193511963
0.0,6.285769939422607
0.0,5.909718990325928
0.0,5.503371715545654
0.0,5.1126532554626465
0.0,4.6026716232299805
